replicate,network_seed,opinion_seed,producer_assignment_seed,simulation_seed
5846,906583177,1240760692,1577444060,136976706
5847,1033734525,266877238,2118076841,269531142
5848,840408193,194458580,402715757,941639192
5849,809389377,2074552720,533198657,481653539
5850,1450066541,1266555396,1102757949,320781049
5851,335425075,804299527,1674116038,434448352
5852,1102341723,93406018,543739746,1558990282
5853,706786937,481209479,803111769,448325607
5854,1282934044,1788789186,618484028,833803158
5855,1975197468,2002875384,825162971,1340968380
5856,430932502,2143679544,1580319514,1626998425
5857,60318237,153632661,17076080,426516871
5858,1188262276,1056800931,305358569,318257946
5859,373755495,1224824119,473803150,1527734125
5860,1602746020,434587518,1590934442,1839058560
5861,1606148976,1727026770,1800212219,1703932847
5862,491500038,628348447,719316934,1924090833
5863,1025065937,959045146,78122998,1638277377
5864,1649678342,152532057,522510649,604101078
5865,1010125537,922473780,913844045,1631868855
5866,23866238,170443055,2036419632,1679618793
5867,1053287215,1385903086,1536124595,2095621450
5868,831116658,1641519634,196220988,1391638803
5869,233970115,1083415646,2147472832,186724370
5870,1853906618,1734696466,335598585,1229510608
5871,1233105098,1038072126,1714068072,887703130
5872,767851251,1602486695,2102979607,1696702858
5873,1189072538,668417672,1376544665,1697325684
5874,1011392157,1184278423,643182093,1427016163
5875,1989857138,1762911376,1802380173,494374072
5876,1442479207,960900280,743335446,891964762
5877,1439665440,74846289,1831745478,1254178986
5878,242968733,1620562729,623419596,1415013261
5879,571500468,409946442,1621379052,1075472249
5880,2025263489,862349376,1857230062,349781497
5881,1818593986,1356620421,172066182,1344968284
5882,147841107,586284626,730671694,1448208276
5883,1331659083,1437642380,451776837,1186498298
5884,1133674149,1479336839,1563247766,1300007723
5885,2080951582,343540902,289628454,1761319602
5886,106470316,1650822432,1580141312,1477715726
5887,247014721,174768712,1317604561,807408230
5888,1776767583,640268227,1772006159,53658447
5889,2105474731,704143087,1366483333,790196887
5890,1003194038,1917692143,1324787961,1796677824
5891,2012280172,1294147827,1856933876,1873129546
5892,994728195,864777966,927959911,1956020839
5893,1042451928,830065020,1776253117,2048115721
5894,1805832973,1224788256,1947604124,988864227
5895,1406477633,2085353563,174396893,230388481
5896,40255688,789100715,1681355742,1334313694
5897,1983249128,216523770,1988865897,735314584
5898,1795202820,1649242297,1059276755,1601880996
5899,2023718718,1207713637,822746484,1981986309
5900,1658447825,1690368454,178668582,1183377588
5901,1821426879,46221739,1969846221,365999791
5902,554613150,352419238,665185869,1881101094
5903,1453672419,1917600528,1016897,1091236491
5904,1851462468,1985929135,2042160678,312723751
5905,2132933765,1442874329,919400668,746508089
5906,86793801,1527463656,265787607,986294390
5907,1458326705,1422074176,1819831549,716196322
5908,260997732,964114496,426685990,235525057
5909,564116128,704698680,430570440,666674144
5910,1330127226,72707567,924687504,1588052463
5911,54782978,1625492074,1483633965,597945717
5912,1691391159,1885552587,491382587,491346553
5913,138961560,602095998,2121087220,398380272
5914,146365287,821202803,534373381,1308903819
5915,121484532,619764244,2024498708,1879711672
5916,1580184115,762871094,1918800862,214632758
5917,1017672013,1133129309,561722110,1190179865
5918,1309215364,1236598357,607657550,1349781986
5919,1700944017,648031905,1914551379,986142635
5920,1450572654,479765409,437215293,108685080
5921,1080496230,1653316310,359386937,1213271008
5922,457739306,501414321,1768093779,1981715585
5923,1193607156,1392323614,618861027,1208203281
5924,1413863165,749953011,1961544551,2104528565
5925,1112122581,911138366,715237020,1123925440
5926,1416414433,541232276,1009903541,1901713660
5927,2053143532,1019229519,408526016,700719814
5928,428489600,1229883279,161849215,1067069788
5929,658906179,1924880432,1880405851,937154174
5930,1524168725,1806930353,1488436118,1388485051
5931,1182168920,917922090,463826609,549079321
5932,1890396025,204276776,1730497884,1586827130
5933,1150616398,867227056,890499662,330425033
5934,788379601,1762332062,248066330,1804727771
5935,1138128146,1783333191,1599935881,169401622
5936,1974947220,594093116,780785438,1638370799
5937,198690039,1486282384,1502367461,407174393
5938,286971825,1285727127,1120020137,1822173874
5939,397663926,2140812283,2002415743,776361757
5940,1719167029,1018887485,1343213213,1235216255
5941,748315406,627078330,851977830,293299317
5942,1533525412,572632892,637893205,1435824339
5943,1336574458,133207759,1787262729,867176513
5944,1008631761,344095673,2025742551,214868312
5945,1242753564,1597948674,611477694,162039903
5946,1764747827,833402685,1866314082,190656432
5947,1423004638,1112300985,14527656,1302443970
5948,1911734671,1512397385,215697794,111188821
5949,1082359678,326478661,1728354745,203550096
5950,1952273086,1668892388,814173761,1396423075
5951,1950638773,314405701,752587583,397009858
5952,1666211567,1631818959,522660101,6690016
5953,171452948,1853940353,1642924441,1060686238
5954,688193673,1588290084,1502241010,1121467080
5955,246838360,1690605592,1253599231,395816108
5956,297533802,886471596,1541101103,1272301437
5957,720166469,1000686026,137421091,1455379289
5958,70496563,2058195448,786324049,1325150057
5959,291895968,764066320,840699047,996633831
5960,1744856455,2028433244,545785080,394366999
5961,263655009,1500532059,1246058110,154163179
5962,1076159668,1597984349,982546091,1492729688
5963,215478885,278153717,1540712045,1900684971
5964,192669132,1491743658,699488408,208218685
5965,1473261361,298620007,1500045190,1951183091
5966,1850938012,194345043,1327506741,448717166
5967,345267864,1630814399,801552416,260795140
5968,658180980,1655589432,1592280108,1906742457
5969,2047530817,1165731788,648444378,2116813935
5970,1109598237,444404296,706963659,697676322
5971,1039496731,1922930402,112514854,215727664
5972,860833298,765100048,1731025499,365282860
5973,2076794922,1908108615,2019284442,1646170322
5974,1233272370,340704928,1330995435,1680514583
5975,1813465736,435754609,505305065,1862977286
5976,1584695400,1579508724,717123608,72509273
5977,340606712,235991208,1062301559,1303862297
5978,1056656230,1895297894,1565582608,957644204
5979,310068563,260687290,817487106,190350458
5980,1308575774,1678446671,1463787044,432202223
5981,1534922867,393826104,1662648372,1936416962
5982,892248559,765656055,2041889116,2091226928
5983,1009534843,1109036010,1426071187,1481025824
5984,869940232,1328881071,672820091,1322527378
5985,1620607043,1599509806,1615023725,1599159651
5986,1165538976,1972436228,374973454,857392197
5987,938786646,1706302631,1220432530,1520290507
5988,973352944,369340610,929207494,1213045205
5989,169390716,619776630,1064406411,129265481
5990,2031321286,804591121,768283508,595513947
5991,564972721,2109153042,1429760280,117590608
5992,437118339,1699622514,98275291,1408353683
5993,1945948629,887524316,222354180,1587377335
5994,2055198212,2121836836,136392933,2072508701
5995,346852369,1607318294,740931770,460275074
5996,892405309,1257449239,1565916554,1695530367
5997,1274724620,166023248,1296049791,451764241
5998,296692169,610034020,321802251,1716481363
5999,1147051159,1545648665,156282973,1534863604
6000,867365557,1282391968,1342492154,1691119910
6001,1965722555,1342515722,225522295,959726932
6002,786687881,1895499646,213771652,1428170908
6003,1869232603,640940409,668607949,1695708420
6004,1350817475,269363349,1459874761,1324554242
6005,1374906451,654551369,1933160158,189050112
6006,759412156,1281778050,812389831,379803530
6007,1742367518,1200106561,707850444,343370597
6008,1813702525,264141558,1042238074,397185541
6009,1356886596,1048706528,840484288,946796124
6010,1612073354,27844783,725115960,1612220578
6011,2128503027,1648301639,681057779,2121914548
6012,1441028977,2102863459,810550267,155411580
6013,307176105,1782514998,2048583544,158586018
6014,187210486,2126903270,799009594,510711876
6015,1143661712,960663012,1351973735,753608817
6016,197146926,299602202,1175175499,976439088
6017,1918627154,1310970517,218215820,1909454120
6018,1531985535,774725735,2134982697,1415566315
6019,1363049607,129843001,2138878423,1742185634
6020,578158251,164137409,1475869451,478780408
6021,40423700,1520565162,1231133599,1840901821
6022,907062073,2134856494,724997857,1247253678
6023,1409910803,1708810226,530955474,376601520
6024,853632877,785137776,1403095234,1133350325
6025,1286928714,1185734750,789040886,1590147061
6026,1444703683,2081860488,987048883,1035776699
6027,1107112587,942544820,1545704418,1055703496
6028,279184067,935452972,518100692,111295978
6029,412993301,867972428,1864491735,1704173241
6030,1851949767,194254822,1133967973,372859249
6031,1953347906,423360108,391762699,1159469076
6032,1751424988,237000224,1298498833,1737688449
6033,1565447841,1228783311,1274535478,2004566099
6034,1571596132,1819889515,818423702,1751200722
6035,312441471,676560412,44545459,2054453351
6036,1227312659,1557916882,630955109,1928455572
6037,1654371960,634157403,629470743,1525213146
6038,1301888635,1360616831,132613436,1972770195
6039,641838895,1196629310,37967125,562302689
6040,1196361297,613683553,268639181,169896493
6041,671289753,1009001225,1498113100,1847414087
6042,1376710902,850236753,2133773426,1521108884
6043,1121850559,2129221770,456194389,1222371531
6044,1233118750,456307169,2130807132,607406910
6045,356592775,615846034,724537182,208034632
6046,1505672888,646381885,1121385175,389712024
6047,975616599,583036570,1022166691,920600408
6048,432936723,2016814904,1200182,534561924
6049,978441326,110156195,448379514,374555330
6050,1627249139,1832034360,1220412478,1531638046
6051,1220735494,870771175,1167389751,1139632136
6052,1008314536,1701799333,1045887562,1530947508
6053,715910060,482232533,278474646,994411386
6054,766035112,980856024,1927530561,640461317
6055,1991944363,1840527119,93473210,981884893
6056,397303884,118336121,998867807,416144912
6057,547089784,922740515,1898136897,1105647808
6058,1159986477,1212916367,1464494072,627992044
6059,84614631,307011348,1419279786,225712209
6060,1616316539,554087902,461704066,1515239663
6061,2064277549,1416405905,146430870,558883675
6062,592369154,236380465,89969150,1531480831
6063,1686835863,358630844,1452979271,1919382035
6064,864137215,1598067285,677908148,216705931
6065,887774109,2041891559,303076401,1636977395
6066,648706911,1755096139,1901561011,2140372250
6067,1758589534,110842819,707052508,506653220
6068,393097208,171971703,1437344637,1667255954
6069,1752548445,1023507247,765681916,247069308
6070,1955539119,1381460901,2062528595,2064471903
6071,49592048,509220371,1852068232,1954028816
6072,914587417,180633738,115370421,1550926699
6073,177548807,480344901,2120761495,1821792380
6074,1549846,1308855215,1008699339,998658143
6075,1777071435,2125627575,890292424,1614924740
6076,1584909632,163789922,1089428209,821682975
6077,1431767675,8336615,1697850343,900002752
6078,1699504393,1442293595,772156130,947849783
6079,148477671,512023623,1643218505,1919245501
6080,408645145,1169529822,2111715538,1862157166
6081,812651422,1628041363,106737962,460304156
6082,550758639,183853767,1730535378,1886119739
6083,1796267796,123153930,37771436,1295489289
6084,289014843,1058652162,2075135295,6895396
6085,207067711,1319543289,125572898,529109544
6086,2055625223,1759618852,2043543005,97062219
6087,947502312,1221266006,236714013,88262646
6088,1677351234,1527034823,783423939,529429992
6089,886497469,752531774,1539614445,498428975
6090,465389502,2023610644,623275253,336093843
6091,1055983667,1906071760,1244825225,635341733
6092,825716320,2094942250,1755304495,214088586
6093,1112579091,143011650,517115954,1387811073
6094,274476131,570936977,1190250346,168728477
6095,1446036647,1234611220,323834745,1749618298
6096,1279236574,235736164,363869973,621612546
6097,626257793,429204750,1583982003,711053464
6098,552017027,201290256,785851530,1965881190
6099,219692829,29610299,67962954,1833388892
6100,96036911,1367485751,1047961252,1557187425
6101,875763663,507458000,1112276630,1438853758
6102,49396795,1913014774,20538396,357930014
6103,2127188785,1635782472,382390045,741648417
6104,724860802,710429743,1716933016,276033324
6105,1620087900,418896696,19434376,1703516314
6106,1322691624,897864069,13360293,620895416
6107,1541703708,1070329005,97459454,1694688898
6108,2057614275,1834760186,517293436,1422065572
6109,1925759818,1507293374,492084251,1686116654
6110,485890578,2053396923,2027028825,2107295245
6111,967785112,249999729,754242766,1876525902
6112,1124678731,1959143329,1163014374,227468848
6113,1933496185,147796390,664046517,1067040991
6114,1886480476,1159743990,547202744,232421560
6115,1931994890,580437858,877985306,704426362
6116,1418983799,1822726910,258768796,338544297
6117,195119090,1378459855,91405152,1882769085
6118,1346883658,2005886420,1550307902,1826379943
6119,2134287367,1375909012,2137796553,1269633550
6120,1824581034,852927311,349165266,422199001
6121,732713625,1723158241,707013464,1498729182
6122,2006069966,401403937,1659448084,2043358783
6123,33197278,1663344109,2039976235,2045595013
6124,1714555963,430032633,106385352,1025306135
6125,466129936,307083944,1391800979,669914445
6126,711817480,207327476,969672886,1949011962
6127,1305633384,814113218,690256473,25803850
6128,2115583322,749430790,566683420,1693949670
6129,1565949575,611069636,1317839739,509264676
6130,1934227679,1502140256,991080221,1795224075
6131,278792325,1560038078,897712584,1929158570
6132,40663863,995546126,2048786777,722983481
6133,340039454,708429153,201201726,2011755278
6134,981845512,1182113877,632306203,1479243558
6135,366804525,1275714375,1743692587,1633497827
6136,933538989,1298699674,81356115,276219942
6137,639908368,1708505932,1339086995,220387987
6138,1223024449,457391952,1036708484,1352357756
6139,1648191493,1186524218,1417125796,46901471
6140,1294550707,43561413,1593322339,519385935
6141,269079078,72630813,1445699258,1409185215
6142,840751382,1422011840,1141298589,1885911031
6143,1347297625,431798140,1956410520,1995617930
6144,1113406077,1905693808,641707112,596853783
6145,1637863583,1147202635,906382685,365502131
6146,1439954720,2094436989,1853358888,1164063900
6147,397470742,1273506111,679128137,1605399194
6148,1031767234,337664294,832890961,812689064
6149,210245324,932179766,1541588138,1151455078
6150,205522494,286141455,409336040,2087820804
6151,1849558497,1729001938,1224123999,262700250
6152,1472553740,1633234291,837294445,189609671
6153,583880401,1640017176,2047438189,684762802
6154,1313950517,1959677145,1044003521,253305148
6155,327883256,131105433,1988144245,1015628084
6156,1543780426,1004965662,1777690199,396338722
6157,1442840852,2046402503,1864145837,1686976591
6158,1856440933,1434324423,251248010,1439581985
6159,792147159,1183242469,1917040689,2031163910
6160,1245903415,1711262454,269856475,1276644955
6161,1558034882,1192016507,924262705,564020207
6162,1834200261,1913937062,92105611,1295042768
6163,1502396364,1894899449,1254646592,94149808
6164,1484886627,14281526,942251778,1135090474
6165,695970586,1018878933,2008067165,1747542520
6166,250018288,63271697,259853903,217123401
6167,400582291,405850819,1320033933,145898251
6168,2086362901,347215911,936842143,552093790
6169,1283352961,112133760,654243644,2001832801
6170,1675371765,607448136,942512261,482731536
6171,1409966832,397840121,1207755913,58705899
6172,1785376279,986636291,1185541635,987326120
6173,344908685,1922470193,120005172,232319592
6174,1722919685,2053462693,1126599859,1788979438
6175,1057609844,1754875673,822098591,870559701
6176,1991713892,1426623604,2139949723,816565863
6177,1223255293,685376945,238682738,122711219
6178,1012557167,1569737189,1229819210,1406243764
6179,1283850926,1945061649,980005290,1163641954
6180,1726472431,803149335,460119683,1588970360
6181,1461857714,1243515568,485713420,385825233
6182,791828022,21155952,1435131477,1574613624
6183,1340924500,1814634371,1756383314,1729238719
6184,422560260,1294278040,862026568,231030646
6185,1899468568,2116574082,1575634512,1376788274
6186,635120866,918729520,124505819,846265301
6187,1963528870,745168218,348056892,1499137130
6188,910731264,496242067,1456913714,1386394576
6189,178975228,481500317,1957023588,151616084
6190,607590506,363988886,1094357546,1758233274
6191,1889816569,1455902583,409519999,249249412
6192,1127739740,1558360521,460969932,1649084742
6193,275992727,1696597763,1699785647,955003217
6194,336538304,803063732,450964361,448442633
6195,851531026,1068868153,585744524,860104558
6196,846522382,38099502,1964652340,1817042528
6197,1531496097,1690089713,241768252,773282343
6198,396273822,1341785300,1775881254,1944523943
6199,345856205,287528730,970455777,807488806
6200,743100919,832697968,1493200103,2054245631
6201,412210437,56634359,471987220,986742938
6202,1044045047,155546768,871509137,987639968
6203,325890500,1627446273,473230088,1788243496
6204,1723235522,1840311126,62997368,339156533
6205,1002007514,2115771627,416730647,2065648454
6206,1044514975,194087654,1938223476,718369874
6207,302055294,127077855,1880676338,188963244
6208,330189350,1039085496,587235364,1001126749
6209,474595971,1391682683,1913610677,469770697
6210,1651662319,1211621167,264538374,1673442825
6211,1615030459,126992716,2026476464,648549255
6212,1550880623,961150380,366624246,926622432
6213,650156485,515528734,1786557226,1986957222
6214,1559676926,1520705674,519477113,1128124408
6215,345969763,835386576,866113940,506280036
6216,1123215223,364437508,1286844781,1127311552
6217,875244940,132582605,1364649628,2118992754
6218,869163456,721297537,1169340610,1547659153
6219,1011868698,1878104449,1809522332,755075890
6220,19783681,106744729,384821144,1750474966
6221,865360864,723561656,1120384051,1692794548
6222,1854832935,2137100759,87551244,1063448238
6223,922536201,1092936013,1994999306,86945643
6224,486310291,1774058024,2040814631,2003737897
6225,233174634,1378940345,1397492221,1880633591
6226,1232298252,566866504,674883349,630894137
6227,694153384,1279108664,1535426415,1917619192
6228,1758726405,1044135214,890704980,1048611003
6229,710716302,206588067,1676736653,1439229461
6230,1852581948,1229382257,318517460,1154024542
6231,2069885632,1568495859,1930622898,1688348522
6232,78745117,2043018636,971156448,1950557138
6233,1108112087,538980854,1255664094,768527113
6234,500669490,250202971,476425329,1269132175
6235,244551493,662881233,1914054482,531825942
6236,510771661,549486813,858390783,460787754
6237,352002674,1789216342,585309670,923018158
6238,1393179959,708144088,904195658,593180891
6239,1862830868,1040621916,901944843,1320164895
6240,617580210,1719385879,1022424177,1351828772
6241,574292394,451820153,535033391,1305473762
6242,499102212,1275868553,967829095,403465681
6243,757211053,254438580,1890947396,1931528243
6244,2144417050,1848314552,813990472,494947203
6245,1204856512,2010407829,732851038,439945315
6246,679733526,830262181,1833454820,815075702
6247,1276034435,2084787887,1643089722,1975857441
6248,1444088516,1677667626,1727907075,1479218720
6249,1749148218,2112035070,1081320260,1180113092
6250,453700174,922593306,125816429,1685540404
6251,1795672425,1515480247,285570687,798653812
6252,2089814861,1320043922,117458230,1583847224
6253,1662531063,1541813196,957851397,214691873
6254,896174746,1691332068,2119271865,1234741391
6255,12230210,115940224,269155036,1573207073
6256,1778156949,1194344437,591295029,711351945
6257,1254459591,153675176,350439456,877050059
6258,437515130,1617004975,2243113,404260594
6259,1159733562,2097267344,609338439,1114552746
6260,772122033,831800679,1966714969,281239729
6261,1561560426,1540304743,1572277378,1182444921
6262,59330435,776761458,1650856517,1270785525
6263,646384997,1782189053,268118099,1726346076
6264,1809253569,1473905867,760419113,165782659
6265,514776117,1161511229,543802799,192151391
6266,1735880642,925893707,284016329,509728732
6267,1514885692,1277383278,2035811867,1601574057
6268,1716409927,293330327,58044095,652151382
6269,1042517286,654417927,1128258180,1784439889
6270,1422177870,1548121070,1584850623,31865378
6271,657536382,368668694,1561865401,1112782722
6272,732077664,1221467096,876610414,262757485
6273,1759127834,989012913,939716767,604899053
6274,773039984,413342994,1182288173,553242645
6275,1316228551,1895817247,1559047699,675184034
6276,2135138813,5260632,350656598,257097822
6277,1139821234,1869271871,1798273506,364602940
6278,1520144883,477616215,622208775,1892713720
6279,509684482,761375277,1357720264,507582584
6280,452282705,711940950,409218130,189750536
6281,78914146,1680688740,479177165,1702137961
6282,1020904143,1321838642,1953181544,1310177091
6283,1282888019,1551131268,1356048173,262844086
6284,1803561406,212070034,1851023044,1128952070
6285,208325313,176116800,63857593,248462390
6286,719707097,454398787,463543513,2004119794
6287,65665773,2054148065,1284181012,1267596209
6288,1917233948,586412137,1686617957,1195678051
6289,187077377,554835317,999877474,1217750222
6290,170774820,843908489,734216589,1050396768
6291,717718590,370127874,1547051956,1184768556
6292,771768170,270445861,5665539,434225425
6293,1615468875,216210414,139949211,269909584
6294,1588057230,290907594,619827135,1620196191
6295,1898378666,255105579,471242307,880612578
6296,2020252643,508050290,122290187,277351600
6297,1756643673,808880796,1862836057,1960646152
6298,211526769,1127667621,2134737192,982534659
6299,968221850,1738041490,1757312919,100713611
6300,497626342,979638193,1028442623,1407185705
6301,646297427,2081198796,1340423167,1867698824
6302,432786239,406980119,1878392611,2115974097
6303,2069381579,1564977267,1753697674,2019879621
6304,621952003,1309646645,419825796,218619193
6305,1269822659,418102271,1312242839,1812426107
6306,1450377916,1537551988,1683024212,1527358174
6307,735673353,452087828,1507417509,1304564555
6308,218452059,1616684979,1616474442,617503584
6309,1765808911,364960265,2005891997,1863822007
6310,560617468,627670375,1208422065,779119724
6311,1438381196,816215127,1119712826,253694016
6312,194990749,1129465784,578828516,1008544331
6313,1062343005,873828040,508628309,425838708
6314,614183682,315252250,823352494,1887166844
6315,1496933843,386889188,697337306,221349539
6316,1548302543,608656923,124623986,1545319607
6317,211842549,496388967,1424926428,196710165
6318,874477511,1143302719,1151710636,1798336365
6319,1210416039,1009168584,1081053536,1379703528
6320,1788747608,1290299916,1333096921,2085199000
6321,1888078999,403615577,650941228,1971639618
6322,464847336,296080681,2007810735,235601368
6323,1363282544,936010168,231432165,1213754386
6324,1739375631,1701170753,1423746676,2128261603
6325,462867211,1885264942,1049422593,1640902192
6326,1858591419,2046084801,1092652543,692490810
6327,1710346020,992631634,830408530,753225997
6328,233243540,1522959958,767813191,298639827
6329,1460349907,1043535113,1672765641,979579028
6330,1721758339,1213798067,1984821844,2070068546
6331,959941129,1190122454,1417674677,1790512726
6332,845218363,1388026404,1860744472,2109081277
6333,384534580,1355633402,165399456,298272827
6334,451141889,507772402,1645532787,1340873195
6335,339275565,1945857060,518619117,1815068533
6336,1899842058,1018093973,907027359,1897425286
6337,1647837052,360034838,1480690914,359254550
6338,1233428557,418758506,800591056,1512477758
6339,1241942774,1015240329,95128376,2024216994
6340,176324551,1584629729,617330037,1992876430
6341,2020929109,1089798422,536183650,570718490
6342,229534532,603060172,262685953,1872246478
6343,1102883105,990204147,734766269,1771266243
6344,133001468,702356415,705043861,887746371
6345,619073483,467189958,1761283184,751679433
6346,1460334915,1072558417,531278901,1026183376
6347,1184924971,1367318186,61939016,274902421
6348,158753894,1534855308,1727522403,299231307
6349,767822941,1971101222,697609032,975947186
6350,1371955667,2096584376,1645332806,1230594041
6351,305419004,63111765,1451353522,1099165294
6352,847757057,531769858,1001593714,527084889
6353,488775529,1279224966,1327459049,55935876
6354,1650163843,477529608,990322947,332028277
6355,488655559,1095060915,1796755683,1466843987
6356,816142562,635409808,973820040,17093267
6357,530067267,1662782705,1898305456,31093984
6358,1085767182,2014645966,747082981,643017897
6359,1337150733,1799399892,1525724122,648069628
6360,1709136315,102876593,1530338858,183353607
6361,1323156600,1375570753,1637126927,1210181533
6362,288238513,1860224652,59645411,113225166
6363,280522778,601504856,1480570967,1587876340
6364,494388477,76645841,1367507907,410952218
6365,382255566,1500049905,1044821437,1092380767
6366,2014596534,740739943,9773293,1291411431
6367,124400362,1207730668,700831489,1493640210
6368,444058767,109046719,1332344952,2070725509
6369,1458679683,1655231959,1644568977,688277058
6370,1551381952,1740061959,1936897553,1414597967
6371,237090020,1328300485,769378758,716262198
6372,273122601,284142516,235272694,646442230
6373,1328383080,1156102431,616210527,1098522795
6374,659087677,639006395,1337914712,1757706469
6375,1113491627,1742931423,517293709,737588155
6376,1984094756,1292680658,2021235551,1966881696
6377,503103194,1058564443,1403202147,2001265617
6378,92116968,281543385,649977443,677018660
6379,8320407,1691931331,331216765,374080740
6380,157452972,1132080087,1717053127,988558320
6381,19743860,355183667,473098503,1868563901
6382,1826669324,774988923,1330730015,1826092020
6383,867040079,1714993277,1806627079,577829503
6384,68136682,622639565,1518555351,433515046
6385,222270322,549640386,2080002465,689014479
6386,1199108342,1143709464,483215099,1248320938
6387,1436656390,1446613391,481264165,491535121
6388,171152279,1694819519,1340414332,1164341565
6389,668288548,1453916150,817029199,1111759518
6390,433620252,501647848,963159117,2027515380
6391,518197975,287465925,849223409,710365
6392,1823917287,687324912,118873941,637739893
6393,1067961872,1732540986,1359278736,1599248290
6394,1745200747,1730115786,2098012111,338530370
6395,1623285589,2024156654,879840991,223506349
6396,573783077,602849351,2023991213,1611888953
6397,2137560483,1896384469,592559652,2028299805
6398,805169216,817459227,824555895,848207319
6399,549715494,1097012745,888993737,300189129
6400,508502283,404623918,79265249,129035141
6401,1918508482,226077795,1056762836,2024807659
6402,1790776003,1876258114,1624089942,590018522
6403,1196928318,111733149,58304064,928258158
6404,1936563280,1917813468,58196772,724753242
6405,1251068947,1435117904,839784045,602307475
6406,1657738304,130339574,1204275167,504442767
6407,625763295,592193054,1231883570,6792934
6408,619983094,1410987447,1192671788,44905229
6409,780215274,996292410,2092335451,962758713
6410,1052363623,517471419,1674882471,1055369152
6411,1462768297,486798563,1382774276,117931021
6412,469056462,1884815588,691690991,677561740
6413,1842936423,1727533092,946447208,1546058821
6414,422306198,1094060289,621776519,1659740945
6415,1781761598,187274842,181624491,1706944993
6416,2138033295,456260146,1790197008,56455938
6417,483281845,115410756,891734188,1938434394
6418,675446881,1224168751,1814774829,1490048890
6419,1777031291,318477330,2137751804,689206337
6420,271369527,390883266,1463233288,1012429098
6421,1958173362,1052463154,1637100427,1385983714
6422,808746720,512338270,418940935,865096529
6423,1933881898,669891649,182112957,568848880
6424,1252710082,1816387207,1487911432,1584038647
6425,403480986,1906134824,2103489050,524874042
6426,752217468,1384755373,1977320666,955398091
6427,1148318348,974879939,358763567,271230091
6428,105048197,2057940553,1393596610,1486634994
6429,1298522435,1607216349,150658144,1002329298
6430,622172784,1468548638,63426941,2139073203
6431,213671327,1132316020,1376823909,577819039
6432,490253651,2028771096,1019763420,1376934715
6433,1228138773,1052917568,1601525169,1876535510
6434,892329007,647891617,1158888625,1844054081
6435,1464788987,436063009,877162755,1733930562
6436,1970507633,1791324271,2120284136,38420835
6437,154357398,1849439014,1715230723,1930449422
6438,1907974674,1557875546,155715806,1846792580
6439,1457256314,1924580786,110765551,1941680315
6440,172133452,658466835,1326592616,1032751937
6441,1024014459,282943719,653693782,1566061144
6442,591167295,1516698144,183530595,994486113
6443,1954186869,2033663534,1585536984,1785981662
6444,875012716,69344235,18005280,2134410127
6445,1734789532,1626170620,148024630,1868893698
6446,1216523436,2098591491,553541584,1838214148
6447,965552117,1911859952,1427254279,1482555374
6448,364472624,2028998109,1747075953,669955925
6449,69334599,1989330192,703575651,1868026058
6450,322741154,1943235465,1396550575,130594158
6451,1671888311,273155447,158966594,1738809682
6452,734656553,348101144,304665988,391422142
6453,1237483176,1800991888,912475396,1320945107
6454,2107162223,2092440183,1281682733,359741630
6455,1423280678,908917136,550144640,1036903031
6456,612133548,1435115648,526939949,648317541
6457,1280149115,1622028252,1873796569,1380277086
6458,1514515915,435611971,597730791,1519274858
6459,1301597528,1064879254,221675431,566155963
6460,1405013846,1019686138,226205762,1232171724
6461,422997841,1963890145,1669128467,1120711891
6462,706204771,1411143036,857905863,1515855538
6463,763163308,520967671,2101739406,659950413
6464,433527632,1560589081,237910815,2097676451
6465,481475288,1166932861,1040541659,1480041099
6466,509971293,874096423,1945198095,348246008
6467,1963438725,1566620517,1017546355,1310972091
6468,762734599,240444641,94783277,10247125
6469,495151905,1657129890,839122518,952790218
6470,646232347,581967271,490490801,1365716696
6471,190976449,1132451114,1508217025,389729445
6472,1633246949,794246961,267601868,498083105
6473,1815646313,1735359841,320158002,2141549693
6474,1379463765,1928288144,1402930782,1058833229
6475,226266962,1933749319,243474173,934019080
6476,350419516,168265343,1992385868,164977898
6477,1486253666,545596014,275809231,664108915
6478,660220252,71415972,1906591488,2018626229
6479,2071790277,847791572,1292352086,687382222
6480,100775258,1979796419,1054861168,1414532145
6481,578995115,191851204,820524223,910943544
6482,2020549036,1989593750,1819978470,841777685
6483,263666119,1689964338,1780553726,129762890
6484,929799980,480042223,129456162,1817167854
6485,981056094,1673507147,1207056481,1033590043
6486,10106318,912589118,1828233536,406203970
6487,1431932682,859178408,1745221480,1184691337
6488,682136049,601921670,1562320688,18581271
6489,580750589,30701083,985843681,409581407
6490,524872600,1846005322,1178604550,339155722
6491,1575584783,2029762774,1564805266,525961516
6492,105725358,2073519674,1459749597,448617855
6493,2073005022,406570991,1388446347,880596503
6494,789896692,736403072,2134564946,1530046602
6495,2050118426,204322380,1829350097,682795313
6496,1804454858,354846526,1566127697,606029169
6497,1755168771,1519871518,1333958929,1190968441
6498,326609946,1743402373,1001545172,2112042626
6499,1844738950,1926153895,701383236,104766250
6500,1512648568,138992536,286276374,1038202173
6501,677296384,1297558162,466128631,1705035685
6502,1990991378,104778660,45387076,387411877
6503,2063300055,1139014085,2056008793,2033525696
6504,423118375,1319160733,1429376087,486185788
6505,1161537659,563163382,1289608976,1176547910
6506,1054259266,230492583,2126811386,1214387022
6507,840330046,1093722990,1404514172,832939923
